FullCategoryName,UPC,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
Movies & TV Media -> DVD Discs,43396632905,New,B2BMarketplace,1.704347826,1.704347826,10.05391259,1.97979798,196,"$1,489 ",21%,26%,2.063157895,196,"$1,489 "
"Sports, Fitness & Outdoors -> Boats & Water Sports",44411037989,New,B2BMarketplace,0.03030303,0.03030303,0.103448276,0.042857143,3,$18 ,24%,24%,0.050847458,3,$18 
Home Improvement -> Hardware,45242082414,New,B2BMarketplace,0.007407407,0.008849558,0.016949153,0.010989011,1,$40 ,24%,24%,0.015384615,1,$40 
"Industrial Supplies -> Dental, Medical, Lab & Scientific Equipment & Supplies",45242084739,New,B2BMarketplace,2.647058824,2.647058824,5,5.625,45,"$1,350 ",42%,42%,,,
Automotive -> Automotive Accessories,45242148639,New,B2BMarketplace,0.123076923,0.123076923,0.4,0.177777778,8,$160 ,21%,21%,0.216216216,8,$160 
Home Improvement -> Hardware,45242158577,New,B2BMarketplace,0.020408163,,2,0.021505376,2,$164 ,28%,55%,0.030769231,2,$164 
Home Improvement -> Tools -> Tool Accessories,45242167234,New,B2BMarketplace,0.055555556,0.071428571,0.121212121,0.25,2,$20 ,16%,16%,,,
Home Improvement -> Tools -> Tool Accessories,45242200962,New,B2BMarketplace,0.007462687,0.008849558,0.03030303,0.010309278,1,$10 ,35%,35%,0.010638298,1,$10 
Automotive -> Automotive Tools -> Hand,45242204731,New,B2BMarketplace,0.011363636,,Infinity,0.011494253,1,$129 ,38%,72%,0.012345679,1,$129 
Automotive -> Automotive Tools -> Hand,45242204731,New Damaged Box,B2BMarketplace,0.022222222,,0.2,0.026315789,1,$79 ,23%,44%,0.03125,1,$79 
Home Improvement -> Tools -> Hand Tools,45242251209,New,B2BMarketplace,0.09375,0.096774194,0.176470588,0.230769231,3,$30 ,25%,25%,0.3,3,$30 
Home Improvement -> Tools -> Hand Tools,45242270538,New,B2BMarketplace,0.18128655,0.07079646,1.662629758,0.2,31,"$4,525 ",26%,52%,0.208053691,31,"$4,525 "
Home Improvement -> Tools -> Hand Tools,45242270538,New Damaged Box,B2BMarketplace,0.011904762,0.011904762,0.125,0.013157895,1,$139 ,25%,50%,0.013888889,1,$139 
Automotive -> Automotive Tools -> Hand,45242287666,New,B2BMarketplace,0.023809524,0.023809524,0.137931034,0.03030303,2,$320 ,22%,43%,0.034482759,2,$320 
Home Improvement -> Hardware,45242300655,New,B2BMarketplace,0.090909091,0.111111111,0.2,0.25,1,$39 ,20%,39%,,,
Home Improvement -> Tools -> Hand Tools,45242323357,New,B2BMarketplace,0.00990099,0.010638298,1,0.010752688,1,$170 ,26%,52%,0.015384615,1,$170 
Home Improvement -> Hardware,45242334056,New,B2BMarketplace,0.142857143,,0.222222222,1,2,$26 ,52%,52%,,,
Home Improvement -> Tools -> Hand Tools,45242341627,New,B2BMarketplace,0.050847458,0.050847458,0.5,0.056603774,3,$60 ,14%,29%,0.071428571,3,$60 
Home Improvement -> Tools -> Hand Tools,45242342204,New,B2BMarketplace,0.184615385,0.1875,1.090909091,0.226415094,12,$108 ,23%,23%,0.285714286,12,$108 
Home Improvement -> Tools -> Tool Accessories,45242345946,New,B2BMarketplace,0.536842105,0.542553191,3.44047619,0.772727273,51,"$2,023 ",12%,25%,0.293103448,17,$663 
Home Improvement -> Tools -> Tool Accessories,45242345946,New Damaged Box,B2BMarketplace,0.043478261,0.043478261,0.066666667,0.125,1,$40 ,13%,25%,,,
Home Improvement -> Tools -> Hand Tools,45242353323,New,B2BMarketplace,0.4,0.292307692,4.934306569,0.40625,26,$239 ,31%,31%,0.448275862,26,$239 
Home Improvement -> Tools -> Hand Tools,45242353361,New,B2BMarketplace,0.015873016,,0.666666667,0.016260163,2,$100 ,61%,51%,0.017857143,2,$100 
Home Improvement -> Tools -> Hand Tools,45242356829,New,B2BMarketplace,0.033333333,0.033898305,0.133333333,0.046511628,2,$14 ,18%,18%,0.055555556,2,$14 
Automotive -> Automotive Tools -> Hand,45242358311,New,B2BMarketplace,0.015625,0.015873016,0.041666667,0.025641026,1,$15 ,44%,44%,0.033333333,1,$15 
Home Improvement -> Tools -> Tool Accessories,45242364244,New,B2BMarketplace,0.038961039,,Infinity,0.038961039,3,$207 ,23%,53%,0.041666667,3,$207 
Home Improvement -> Tools -> Tool Accessories,45242472628,New,B2BMarketplace,0.066666667,0.071428571,Infinity,0.071428571,2,$78 ,16%,33%,0.125,2,$78 
Home -> Home Security & Safety,45242479887,New,B2BMarketplace,0.045454545,0.045454545,0.230769231,0.056603774,3,$30 ,33%,33%,0.071428571,3,$30 
Home -> Home Security & Safety,45242479894,New,B2BMarketplace,0.212121212,0.212121212,1.53125,0.264150943,14,$140 ,33%,33%,0.333333333,14,$140 
Home -> Home Security & Safety,45242479900,New,B2BMarketplace,0.046153846,0.046875,0.391304348,0.056603774,3,$30 ,33%,33%,0.071428571,3,$30 
Home -> Home Security & Safety,45242479931,New,B2BMarketplace,0.169230769,0.140625,0.991803279,0.20754717,11,$44 ,14%,14%,0.261904762,11,$44 
Home Improvement -> Tools -> Hand Tools,45242499021,New,B2BMarketplace,0.625,0.625,2.469135802,2.222222222,20,"$1,020 ",18%,18%,,,
Home Improvement -> Tools -> Hand Tools,45242499380,New,B2BMarketplace,0.473684211,0.15625,0.776978417,2.25,18,$126 ,21%,21%,,,
Home Improvement -> Hardware,45242500796,New,B2BMarketplace,0.055555556,0.055555556,0.0625,0.5,1,$12 ,24%,24%,,,
Patio & Garden -> Gardening & Lawn Care -> Gardening Hand Tools,45242502752,New,B2BMarketplace,0.051724138,0.051724138,0.236842105,0.066666667,3,$75 ,30%,30%,0.071428571,3,$75 
Automotive -> Automotive Tools -> Hand,45242503643,New,B2BMarketplace,0.3,0.305084746,3,0.339622642,18,$90 ,16%,16%,0.428571429,18,$90 
Home Improvement -> Tools -> Hand Tools,45242503735,New,B2BMarketplace,0.05,0.050847458,0.529411765,0.056603774,3,$36 ,16%,16%,0.071428571,3,$36 
Home Improvement -> Tools -> Hand Tools,45242504640,New,B2BMarketplace,0.161290323,0.166666667,0.390625,0.625,5,$275 ,26%,26%,,,
Home Improvement -> Tools -> Hand Tools,45242504657,New,B2BMarketplace,0.277777778,0.266666667,1.086956522,1.25,10,$450 ,21%,21%,,,
Home Improvement -> Tools -> Tool Accessories,45242505333,New,B2BMarketplace,0.184615385,0.153846154,1.161290323,0.222222222,12,$360 ,19%,19%,0.285714286,12,$360 
Home Improvement -> Hardware,45242505357,New,B2BMarketplace,0.015625,0.015625,0.5,0.016129032,1,$82 ,29%,49%,0.017241379,1,$82 
Home Improvement -> Tools -> Hand Tools,45242506330,New,B2BMarketplace,0.016666667,0.016949153,0.166666667,0.018867925,1,$12 ,19%,19%,0.023255814,1,$12 
Home Improvement -> Tools -> Tool Accessories,45242509133,New,B2BMarketplace,0.243243243,0.138888889,0.50625,0.529411765,9,$531 ,25%,25%,0.642857143,9,$531 
Home -> Kitchen & Dining,45242509188,New,B2BMarketplace,0.571428571,0.571428571,1.111111111,1.176470588,20,$40 ,20%,20%,1.428571429,20,$40 
Home Improvement -> Hardware,45242509782,New,B2BMarketplace,0.181818182,0.184615385,7.578947368,0.19047619,12,$300 ,23%,23%,0.203389831,12,$300 
Home -> Lighting & Light Fixtures,45242511587,New,B2BMarketplace,2.921875,0.859375,32.71188026,3.528301887,187,"$1,309 ",18%,18%,4.452380952,187,"$1,309 "
Home -> Home Security & Safety,45242511594,New,B2BMarketplace,0.016666667,0.016949153,0.166666667,0.018867925,1,$30 ,11%,25%,0.023809524,1,$30 
Electronics -> Batteries,45242519200,New,B2BMarketplace,0.266666667,0.275862069,32,0.285714286,8,$951 ,24%,48%,0.5,8,$951 
Home Improvement -> Tools -> Tool Accessories,45242519231,New,B2BMarketplace,0.125984252,0.132743363,0.844884488,0.258064516,16,"$1,258 ",20%,40%,0.169491525,10,$808 
Home Improvement -> Tools -> Hand Tools,45242524211,New,B2BMarketplace,0.03125,0.03125,0.19047619,0.037735849,2,$30 ,25%,25%,0.047619048,2,$30 
Home Improvement -> Tools -> Hand Tools,45242527717,New,B2BMarketplace,0.166666667,0.2,0.461538462,0.352941176,6,$96 ,52%,52%,0.428571429,6,$96 
Patio & Garden -> Patio & Outdoor Lighting / Decor,45242532438,New,B2BMarketplace,0.03125,0.031746032,0.25,0.037735849,2,$60 ,21%,21%,0.047619048,2,$60 
Home Improvement -> Tools -> Tool Accessories,45242533114,New,B2BMarketplace,0.333333333,0.333333333,2.173913043,0.357142857,10,$897 ,16%,33%,0.375,6,$537 
Home Improvement -> Tools -> Tool Accessories,45242533114,New Damaged Box,B2BMarketplace,0.107142857,0.107142857,0.219512195,0.75,3,$240 ,14%,29%,,,
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",45242535842,New,B2BMarketplace,0.15625,0.15625,1.086956522,0.188679245,10,$80 ,24%,24%,0.192307692,10,$80 
Home Improvement -> Tools -> Power Tools,45242540082,New,B2BMarketplace,0.005208333,0.008849558,0.012195122,0.009090909,1,$450 ,32%,32%,0.00952381,1,$450 
Home Improvement -> Tools -> Hand Tools,45242540662,New,B2BMarketplace,0.260869565,0.260869565,0.8,0.75,6,$432 ,50%,50%,,,
"Sports, Fitness & Outdoors -> Camping & Hiking",45242541256,New,B2BMarketplace,0.0625,0.0625,0.666666667,0.075471698,4,$60 ,21%,21%,0.095238095,4,$60 
Home Improvement -> Tools -> Tool Accessories,45242541348,New,B2BMarketplace,0.75,0.8,4.072625698,0.964285714,27,"$2,392 ",18%,25%,0.727272727,16,"$1,432 "
Home Improvement -> Tools -> Tool Accessories,45242541362,New,B2BMarketplace,0.096330275,,0.357954545,0.172131148,21,"$1,260 ",23%,57%,0.185840708,21,"$1,260 "
Home -> Vacuums,45242542871,New,B2BMarketplace,0.027027027,0.044247788,0.08361204,0.045454545,5,$750 ,25%,50%,0.047619048,5,$750 
Home Improvement -> Generators,45242551460,New,B2BMarketplace,0.170212766,0.170212766,0.764179104,0.222222222,16,"$6,130 ",27%,55%,0.228571429,16,"$6,130 "
Home Improvement -> Tools -> Hand Tools,45242552030,New,B2BMarketplace,0.015384615,0.017699115,0.057142857,0.021505376,2,$20 ,17%,17%,0.030769231,2,$20 
Industrial Supplies -> Safety Clothing & Equipment,45242552566,New,B2BMarketplace,0.184615385,0.184615385,2.181818182,0.203389831,12,$120 ,46%,46%,0.210526316,12,$120 
Home Improvement -> Tools -> Hand Tools,45242558179,New,B2BMarketplace,0.095238095,0.047619048,0.947368421,0.113207547,6,$330 ,22%,22%,0.142857143,6,$330 
Home Improvement -> Tools -> Hand Tools,45242558674,New,B2BMarketplace,0.033898305,0.017241379,0.4,0.037735849,2,$14 ,21%,21%,0.047619048,2,$14 
Home Improvement -> Tools -> Hand Tools,45242559114,New,B2BMarketplace,0.071428571,0.071428571,0.1,0.25,1,$190 ,28%,31%,,,
Home Improvement -> Tools -> Tool Accessories,45242559824,New,B2BMarketplace,0.233333333,0.233333333,4.454545455,0.259259259,7,$343 ,25%,55%,0.318181818,7,$343 
Home Improvement -> Tools -> Hand Tools,45242560356,New,B2BMarketplace,0.096774194,0.066666667,0.191489362,0.375,3,$36 ,27%,27%,,,
Home Improvement -> Tools -> Hand Tools,45242566679,New,B2BMarketplace,0.052631579,,0.060606061,0.5,2,$300 ,43%,43%,,,
Home -> Vacuums,45242568116,New,B2BMarketplace,0.04587156,0.088495575,0.137362637,0.107526882,10,$650 ,23%,43%,0.153846154,10,$650 
Home Improvement -> Tools -> Tool Accessories,45242569465,New,B2BMarketplace,4,1.03030303,62.84580703,4.981132075,264,"$7,816 ",15%,15%,6.285714286,264,"$7,816 "
Home Improvement -> Tools -> Hand Tools,45242570706,New,B2BMarketplace,0.542857143,0.5625,1.497925311,2.375,19,"$2,090 ",18%,18%,,,
Home Improvement -> Tools -> Hand Tools,45242573158,New,B2BMarketplace,0.285714286,0.285714286,0.666666667,0.5,2,"$3,500 ",23%,49%,,,
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",45242574667,New,B2BMarketplace,0.014814815,0.017699115,0.063492063,0.020618557,2,$16 ,20%,20%,0.021276596,2,$16 
Industrial Supplies -> Safety Clothing & Equipment,45242575671,New,B2BMarketplace,0.031746032,0.015873016,0.25,0.037735849,2,$38 ,32%,32%,0.046511628,2,$38 
Home Improvement -> Tools -> Hand Tools,45242576067,New,B2BMarketplace,0.081081081,0.043478261,0.257142857,0.176470588,3,$177 ,18%,18%,0.214285714,3,$177 
Home Improvement -> Tools -> Hand Tools,45242576074,New,B2BMarketplace,0.136363636,0.142857143,0.692307692,0.176470588,3,$533 ,28%,28%,0.142857143,2,$418 
Home Improvement -> Tools -> Hand Tools,45242581399,New,B2BMarketplace,0.016666667,0.016949153,0.166666667,0.018867925,1,$18 ,13%,13%,0.023809524,1,$18 
Home Improvement -> Tools -> Hand Tools,45242581429,New,B2BMarketplace,0.333333333,0.603448276,8.617021277,0.365853659,45,"$2,525 ",20%,35%,0.348214286,39,"$2,195 "
Home Improvement -> Tools -> Hand Tools,45242582532,New,B2BMarketplace,0.222222222,0.171428571,0.503937008,1,8,$320 ,24%,24%,,,
Home Improvement -> Tools -> Hand Tools,45242582563,New,B2BMarketplace,0.24137931,0.214285714,0.449541284,1.75,7,$280 ,22%,22%,,,
Home Improvement -> Tools -> Hand Tools,45242593149,New,B2BMarketplace,0.058139535,0.058139535,25,0.058823529,5,"$1,496 ",25%,50%,0.070422535,5,"$1,496 "
Home Improvement -> Tools -> Tool Accessories,45242593842,New,B2BMarketplace,0.178571429,0.178571429,0.555555556,0.333333333,5,$745 ,30%,30%,,,
Health & Beauty -> Vision & Optical,45242601387,New,B2BMarketplace,0.053763441,,0.217391304,0.071428571,10,$130 ,65%,65%,0.074074074,10,$130 
Home Improvement -> Tools -> Hand Tools,45242605262,New,B2BMarketplace,0.011363636,,0.020833333,0.025641026,1,$15 ,40%,40%,0.033333333,1,$15 
Home Improvement -> Tools -> Tool Accessories,45242611423,New,B2BMarketplace,0.238095238,0.19047619,2.528089888,0.283018868,15,$210 ,47%,47%,0.348837209,15,$210 
Home Improvement -> Tools -> Hand Tools,45242611539,New,B2BMarketplace,0.272727273,0.136363636,0.837209302,0.75,6,$240 ,18%,18%,,,
Home Improvement -> Tools -> Tool Accessories,45242614301,New,B2BMarketplace,0.108108108,0.1,0.225352113,0.5,4,$60 ,43%,43%,,,
Home Improvement -> Hardware,45242614875,New,B2BMarketplace,0.006451613,,0.071428571,0.007352941,1,$22 ,22%,63%,0.0078125,1,$22 
Home Improvement -> Tools -> Tool Accessories,45242615292,New,B2BMarketplace,1.866666667,1.866666667,14.12612613,2,56,"$4,470 ",52%,52%,2.1,42,"$3,350 "
Home Improvement -> Tools -> Tool Accessories,45242615308,New,B2BMarketplace,0.733333333,0.733333333,12.1,0.785714286,22,"$2,200 ",43%,58%,1.375,22,"$2,200 "
Home Improvement -> Tools -> Hand Tools,45242616626,New Damaged Box,B2BMarketplace,0.064516129,0.064516129,0.097560976,0.5,2,$540 ,25%,25%,,,
Home Improvement -> Tools -> Tool Accessories,45242630691,New,B2BMarketplace,0.016666667,,0.166666667,0.018867925,1,$10 ,13%,13%,0.023255814,1,$10 
Industrial Supplies -> Safety Clothing & Equipment,45242631001,New,B2BMarketplace,0.060606061,0.046153846,0.4,0.075471698,4,$60 ,26%,26%,0.095238095,4,$60 
Home Improvement -> Tools -> Power Tools,45242682140,New,B2BMarketplace,0.033333333,0.035714286,0.066666667,0.076923077,1,$360 ,32%,32%,0.1,1,$360 
Home Improvement -> Tools -> Power Tools,45242682140,New Damaged Box,B2BMarketplace,0.033333333,0.035714286,0.066666667,0.076923077,1,$350 ,31%,31%,0.1,1,$350 
Home Improvement -> Tools -> Tool Accessories,45242749416,New,B2BMarketplace,0.066666667,0.071428571,0.137931034,0.25,2,$20 ,18%,18%,,,
Home Improvement -> Tools -> Hand Tools,45242771899,New,B2BMarketplace,0.133333333,0.133333333,0.25,0.666666667,4,$180 ,45%,45%,,,
Electronics -> Video Games -> Games -> Nintendo,45496423780,New,B2BMarketplace,0.071428571,0.071428571,0.083333333,0.5,1,$15 ,30%,30%,,,
Electronics -> Video Games -> Games -> Nintendo,45496590420,New,B2BMarketplace,0.081081081,0.081081081,1.5,0.085714286,3,$45 ,25%,25%,0.096774194,3,$45 
Electronics -> Video Games -> Games -> Nintendo,45496591922,New,B2BMarketplace,0.020833333,0.020833333,0.076923077,0.028571429,1,$15 ,25%,25%,0.032258065,1,$15 
Electronics -> Video Games -> Games -> Nintendo,45496592165,New,B2BMarketplace,0.375,0.375,0.5,1.5,3,$30 ,17%,17%,,,
Electronics -> Video Games -> Games -> Nintendo,45496592660,New,B2BMarketplace,0.016666667,0.016949153,0.023809524,0.055555556,1,$23 ,38%,38%,0.1,1,$23 
Electronics -> Video Games -> Games -> Nintendo,45496592998,New,B2BMarketplace,0.046153846,0.046153846,0.272727273,0.055555556,6,$150 ,42%,42%,0.058823529,6,$150 
Electronics -> Video Games -> Games -> Nintendo,45496593919,New,B2BMarketplace,0.193548387,0.193548387,1.2,0.272727273,6,$123 ,51%,51%,0.142857143,3,$60 
Electronics -> Video Games -> Games -> Nintendo,45496593940,New,B2BMarketplace,0.135135135,0.135135135,0.675675676,0.161290323,5,$73 ,24%,24%,0.142857143,4,$58 
Electronics -> Video Games -> Games -> Nintendo,45496594022,New,B2BMarketplace,0.0625,0.064516129,0.25,0.071428571,2,$50 ,42%,42%,0.083333333,2,$50 
Electronics -> Video Games -> Games -> Nintendo,45496596842,New,B2BMarketplace,0.5,0.5,0.666666667,2,4,$52 ,26%,26%,,,
Electronics -> Video Games -> Games -> Nintendo,45496596866,New,B2BMarketplace,0.051724138,0.051724138,0.45,0.056603774,3,$51 ,31%,28%,0.06122449,3,$51 
Electronics -> Video Games -> Games -> Nintendo,45496596880,New,B2BMarketplace,0.176470588,0.176470588,1.35,0.290322581,9,$90 ,33%,45%,0.275862069,8,$80 
Electronics -> Video Games -> Games -> Nintendo,45496597092,New,B2BMarketplace,0.06993007,0.044776119,0.680272109,0.086206897,10,$264 ,38%,38%,0.087719298,10,$264 
Electronics -> Video Games -> Games -> Nintendo,45496597511,New,B2BMarketplace,0.055555556,0.056338028,0.761904762,0.059701493,4,$63 ,38%,27%,0.015625,1,$14 
Electronics -> Video Games -> Games -> Nintendo,45496597832,New,B2BMarketplace,0.032258065,0.032258065,0.333333333,0.035714286,1,$8 ,16%,13%,0.043478261,1,$8 
Electronics -> Video Games -> Games -> Nintendo,45496597924,New,B2BMarketplace,0.161290323,0.161290323,0.833333333,0.277777778,5,$64 ,26%,21%,0.090909091,1,$12 
Electronics -> Video Games -> Games -> Nintendo,45496597986,New,B2BMarketplace,0.125,0.125,0.166666667,0.5,1,$25 ,42%,42%,,,
Electronics -> Video Games -> Games -> Nintendo,45496598044,New,B2BMarketplace,0.041666667,0.041666667,0.5,0.045454545,1,$25 ,50%,42%,0.058823529,1,$25 
Electronics -> Video Games -> Games -> Nintendo,45496598075,New Damaged Box,B2BMarketplace,0.023809524,0.027027027,0.166666667,0.032258065,1,$10 ,25%,25%,0.043478261,1,$10 
Electronics -> Video Games -> Games -> Nintendo,45496598082,New,B2BMarketplace,0.00862069,0.011428571,0.057142857,0.014285714,2,$210 ,81%,81%,0.014492754,2,$210 
Electronics -> Video Games -> Games -> Nintendo,45496598105,New,B2BMarketplace,0.085714286,0.085714286,0.5,0.136363636,3,$60 ,51%,50%,0.176470588,3,$60 
Electronics -> Video Games -> Games -> Nintendo,45496598136,New,B2BMarketplace,0.016666667,0.016949153,0.023809524,0.055555556,1,$25 ,42%,42%,0.1,1,$25 
Electronics -> Video Games -> Games -> Nintendo,45496598228,New,B2BMarketplace,0.030769231,0.03125,0.166666667,0.037735849,2,$10 ,13%,13%,0.045454545,2,$10 
Electronics -> Video Games -> Games -> Nintendo,45496599027,New,B2BMarketplace,0.081081081,0.081081081,0.642857143,0.096774194,3,$42 ,28%,28%,0.103448276,3,$42 
Electronics -> Video Games -> Games -> Nintendo,45496599171,New,B2BMarketplace,0.289473684,0.289473684,3.361111111,0.314285714,11,$175 ,27%,27%,0.35483871,11,$175 
Electronics -> Video Games -> Games -> Nintendo,45496599201,New,B2BMarketplace,0.258064516,0.258064516,2.666666667,0.275862069,8,$216 ,45%,45%,0.333333333,8,$216 
Electronics -> Video Games -> Games -> Nintendo,45496599232,New,B2BMarketplace,0.289473684,0.289473684,3.666666667,0.314285714,11,$143 ,40%,34%,0.35483871,11,$143 
Electronics -> Video Games -> Games -> Nintendo,45496599607,New,B2BMarketplace,0.068181818,0.068181818,0.473684211,0.096774194,3,$42 ,28%,29%,0.103448276,3,$42 
Electronics -> Video Games -> Games -> Nintendo,45496599638,New,B2BMarketplace,0.093023256,0.093023256,0.262295082,0.222222222,4,$100 ,42%,42%,0.285714286,4,$100 
Electronics -> Video Games -> Games -> Nintendo,45496904777,New,B2BMarketplace,0.038461538,0.047619048,0.041666667,0.5,1,$55 ,58%,58%,,,
Home -> Heating & Cooling -> Fans,46013463463,New,B2BMarketplace,0.277227723,0.277227723,1.647058824,0.333333333,28,$756 ,50%,49%,0.417910448,28,$756 
Home -> Vacuums,46034903429,New,B2BMarketplace,0.029801325,0.080357143,0.037037037,0.152542373,9,$126 ,28%,24%,0.157894737,9,$126 
Home -> Bath,47188732002,New,B2BMarketplace,0.057915058,0.089285714,0.063157895,0.75,30,$190 ,25%,25%,0.810810811,30,$190 
Health & Beauty -> Home Health Care,47400669093,New,B2BMarketplace,0.706521739,0.706521739,4.6530837,0.855263158,130,"$2,600 ",57%,48%,1.120689655,130,"$2,600 "
Baby -> Car Seats,47406175543,New Damaged Box,B2BMarketplace,0.002583979,0.008928571,0.004016064,0.018867925,1,$79 ,40%,47%,0.022222222,1,$79 
Pet Toys & Pet Supplies,47431900332,New,B2BMarketplace,0.084745763,0.084745763,5,0.086206897,10,$50 ,46%,38%,0.091743119,10,$50 
Electronics -> Video Games -> Games -> Sony,47875101128,New,B2BMarketplace,0.090163934,0.090163934,0.438405797,0.092436975,11,$101 ,15%,13%,0.097345133,11,$101 
Electronics -> Video Games -> Games -> Microsoft,47875101159,New,B2BMarketplace,0.15503876,0.158730159,5.128205128,0.168067227,20,$121 ,10%,9%,0.132743363,15,$91 
Electronics -> Video Games -> Games -> Microsoft,47875101784,New,B2BMarketplace,0.105263158,0.105263158,1.142857143,0.114285714,4,$22 ,14%,13%,0.064516129,2,$10 
Electronics -> Video Games -> Games -> Nintendo,47875101814,New,B2BMarketplace,0.234375,0.238095238,2.472527473,0.283018868,15,$144 ,24%,10%,0.3,15,$144 
Electronics -> Video Games -> Games -> Nintendo,47875101845,New,B2BMarketplace,0.072727273,0.072727273,2.666666667,0.075471698,4,$20 ,14%,13%,0.08,4,$20 
