FullCategoryName,UPC,BundleTitle,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
Electronics -> Video Games -> Games -> Sony,8.10087E+11,Deep Silver Monster Energy Supercross 6 (PlayStation 5),BRAND NEW,B2BMarketplace,0.022727273,0.022727273,0.166666667,0.026315789,1,$5 ,8%,17%,0.03030303,1,$5 
Electronics -> Video Games -> Games -> Nintendo,8.10087E+11,Koch Media Hot Wheels Unleashed 2 - Turbocharged (Nintendo Switch),BRAND NEW,B2BMarketplace,0.022222222,0.029411765,0.034482759,0.2,1,$12 ,24%,24%,,,
Electronics -> Video Games -> Games -> Nintendo,8.10087E+11,Milestone Hot Wheels Unleashed 2: Turbocharged Pure Fire Edition (Nintendo Switch),BRAND NEW,B2BMarketplace,0.24,0.24,1.090909091,0.285714286,6,$99 ,28%,41%,0.214285714,3,$45 
Electronics -> Video Games -> Games -> Sony,8.10087E+11,Plaion Payday 3: Collector's Edition (PlayStation 5),BRAND NEW,B2BMarketplace,0.007633588,0.037037037,0.00952381,0.04,1,$50 ,38%,38%,0.041666667,1,$50 
Electronics -> Video Games -> Games -> Sony,8.10087E+11,PLAION Teardown Deluxe Edition (PS5),BRAND NEW,B2BMarketplace,0.019230769,0.022222222,0.071428571,0.026315789,1,$5 ,13%,13%,0.03030303,1,$5 
"Sports, Fitness & Outdoors -> Firearms",8.10096E+11,SPLATRBALL 950004 Semi and Full Auto Water Gel Ball Gun Blaster Kit,BRAND NEW,B2BMarketplace,0.443609023,0.443609023,5.850420168,0.5,59,"$1,593 ",34%,34%,0.536363636,59,"$1,593 "
Baby -> Nursing & Feeding Supplies,8.10098E+11,Nutribullet 990289868 18-piece Baby Food Prep System Blender,BRAND NEW,B2BMarketplace,0.02661597,0.02661597,0.466666667,0.028225806,7,$315 ,90%,64%,0.028455285,7,$315 
Electronics -> Video Games -> Games -> Nintendo,8.10101E+11,Koei Tecmo Rhapsody: Marl Kingdom Chronicles Deluxe Edition (Nintendo Switch),BRAND NEW,B2BMarketplace,0.079365079,0.079365079,0.238095238,0.131578947,5,$75 ,30%,30%,0.147058824,5,$75 
Electronics -> Video Games -> Games -> Nintendo,8.10101E+11,Nintendo Crymachina Deluxe Edition - Nintendo Switch (NS),BRAND NEW,B2BMarketplace,0.049180328,0.049180328,0.642857143,0.053571429,3,$96 ,53%,53%,0.055555556,3,$96 
Electronics -> Video Games -> Games -> Nintendo,8.10106E+11,Limited Run Games Gimmick! Special Edition (NS),BRAND NEW,B2BMarketplace,0.016393443,0.016393443,0.2,0.017857143,1,$15 ,43%,43%,0.018518519,1,$15 
Electronics -> Video Games -> Games -> Nintendo,8.10111E+11,GameMill Nickelodeon Kart Racers 3 (Nintendo Switch),BRAND NEW,B2BMarketplace,0.083333333,0.083333333,2,0.083333333,2,$16 ,27%,27%,0.153846154,2,$16 
Electronics -> Video Games -> Games -> Sony,8.10111E+11,Gamemill Entertainment Nickelodeon Kart Racers 3:Slime Speedway (PS4),BRAND NEW,B2BMarketplace,0.032051282,0.03875969,0.163398693,0.047619048,5,$25 ,13%,17%,0.054945055,5,$25 
Electronics -> Video Games -> Games -> Sony,8.10111E+11,GameMill Nickelodeon Kart Racers 3 (Playstation 5),BRAND NEW,B2BMarketplace,0.022727273,0.022727273,0.166666667,0.026315789,1,$5 ,10%,17%,0.03030303,1,$5 
Electronics -> Video Games -> Games -> Sony,8.10111E+11,Gamemill Miraculous: Rise of the Sphinx - (PS4),BRAND NEW,B2BMarketplace,0.117647059,0.117647059,0.9,0.157894737,6,$30 ,16%,17%,0.181818182,6,$30 
Electronics -> Video Games -> Games -> Sony,8.10111E+11,Game Mill Miraculous: Rise of the Sphinx - PlayStation 5,BRAND NEW,B2BMarketplace,0.509090909,0.509090909,4.148148148,0.518518519,28,$143 ,13%,17%,0.377358491,20,$100 
Electronics -> Video Games -> Games -> Microsoft,8.10111E+11,"GameMill Entertainment Miraculous Rise of the Sphinx(Xbox One,Xbox SeriesX)",BRAND NEW,B2BMarketplace,0.111111111,0.111111111,0.25,0.2,1,$4 ,10%,13%,,,
Electronics -> Video Games -> Games -> Nintendo,8.10111E+11,GameMill Avatar the Last Airbender: Quest for Balance (NS),BRAND NEW,B2BMarketplace,0.023529412,0.023529412,0.166666667,0.028571429,2,$30 ,30%,38%,0.032786885,2,$30 
Electronics -> Video Games -> Games -> Sony,8.10111E+11,GameMill Trolls Remix Rescue (PlayStation 5),BRAND NEW,B2BMarketplace,0.153846154,0.153846154,0.333333333,0.4,2,$18 ,23%,18%,,,
Electronics -> Video Games -> Games -> Nintendo,8.10111E+11,"Nickelodeon All Star Brawl 2-Code in Box Standard Edition, Nintendo Switch",BRAND NEW,B2BMarketplace,0.03030303,0.03030303,0.035714286,0.2,1,$12 ,24%,24%,,,
Electronics -> Video Games -> Games -> Sony,8.10111E+11,GameMill Entertainment Nickelodeon All Star Brawl 2 (PlayStation 5),BRAND NEW,B2BMarketplace,0.037735849,0.037735849,0.064516129,0.4,2,$10 ,13%,11%,0.666666667,2,$10 
Electronics -> Cellular Phones -> Accessories -> Cases,8.10112E+11,"Packed Party PKPC1100SN ""Be the Sunshine"" iPhone Case Fits iPhone 11 or iPhone XR",BRAND NEW,B2BMarketplace,0.041666667,0.041666667,0.111111111,0.066666667,2,$4 ,13%,13%,0.071428571,2,$4 
Electronics -> Cellular Phones -> Accessories -> Cases,8.10112E+11,"Packed Party PKPC1300HI ""Hello"" iPhone Case Fits iPhone 13, Hello",BRAND NEW,B2BMarketplace,0.056338028,0.056338028,0.168421053,0.133333333,4,$8 ,13%,13%,0.142857143,4,$8 
Electronics -> Cellular Phones -> Accessories -> Cases,8.10112E+11,"Packed Party PKPC1200HI ""Hello"" iPhone Case Fits iPhone 12 or 12 Pro",BRAND NEW,B2BMarketplace,0.0625,0.0625,0.073170732,0.428571429,3,$3 ,7%,7%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,8.10112E+11,"Packed Party PKPC1100HI ""Hello"" iPhone Case Fits iPhone 11 or iPhone XR",BRAND NEW,B2BMarketplace,0.041666667,0.041666667,0.111111111,0.066666667,2,$4 ,13%,13%,0.071428571,2,$4 
Home -> Bedding -> Pillows,8.10118E+11,"Allswell 00022596 AquaCool Memory Foam Pillow, Standard Queen",BRAND NEW,B2BMarketplace,0.005102041,0.008695652,0.00625,0.028571429,1,$6 ,12%,12%,0.03030303,1,$6 
Electronics -> Video Games -> Games -> Sony,8.10137E+11,Nighthawk Interactive Disney Dreamlight Valley Cozy Edition (PlayStation 5),BRAND NEW,B2BMarketplace,0.058823529,0.058823529,0.081632653,0.4,2,$26 ,26%,33%,,,
Electronics -> Video Games -> Games -> Nintendo,8.10137E+11,Nintendo Ghostbusters: Spirits Unleashed: Ecto Edition (Nintendo Switch),BRAND NEW,B2BMarketplace,0.029411765,0.029411765,0.034482759,0.2,1,$9 ,30%,30%,0.333333333,1,$9 
Electronics -> Video Games -> Games -> Nintendo,8.10137E+11,Curve Digital Human: Fall Flat - Dream Collection (Nintendo Switch),BRAND NEW,B2BMarketplace,0.012738854,0.025641026,0.363636364,0.028571429,2,$22 ,31%,31%,0.032786885,2,$22 
Electronics -> Video Games -> Games -> Nintendo,8.10137E+11,Nintendo Elderand - Nintendo Switch,BRAND NEW,B2BMarketplace,0.06557377,0.06557377,1,0.074074074,4,$32 ,23%,23%,0.075471698,4,$32 
"Toys -> Boardgames, Puzzles & Building Blocks",8.10558E+11,Ravensburger 80266933 MJ Holding DISNEY VILLAINOUS DESPICABLE PLOTS,BRAND NEW,B2BMarketplace,0.786259542,0.858333333,4.009448224,1.009803922,103,$515 ,17%,50%,1.131868132,103,$515 
"Toys -> Boardgames, Puzzles & Building Blocks",8.11039E+11,Bandai Dragon Ball Super Card Game Power Booster Pack,BRAND NEW,B2BMarketplace,0.050955414,0.124031008,0.079207921,0.142857143,16,$32 ,29%,45%,0.144144144,16,$32 
Electronics -> Computers -> Accessories -> Keyboards & Mice,8.11659E+11,Razer RZ0302860100R3M BlackWidow Mechanical Keyboard,BRAND NEW,B2BMarketplace,0.127819549,0.131782946,1.256521739,0.144067797,17,$425 ,25%,25%,0.145299145,17,$425 
Electronics -> Computers -> Accessories -> Keyboards & Mice,8.11659E+11,"Razer Inc. RZ01-03420100-R3U1 Naga Pro Wireless Gaming Mouse Interchangeable Side Plate w/ 2, 6, 12 Button Configurations Focus 20K DPI Optical Sensor Fastest Gaming Mouse Switch Chroma RGB Lighting",BRAND NEW,B2BMarketplace,0.166666667,0.166666667,0.4,0.285714286,2,$100 ,34%,37%,,,
Electronics -> Computers -> Accessories -> Keyboards & Mice,8.11659E+11,Razer RZ03-03490200-R3U1 BlackWidow V3 Tenkeyless Green Switch US Mechanical Gaming Keyboard,BRAND NEW,B2BMarketplace,0.064,0.064,0.463768116,0.08,8,$400 ,51%,50%,0.088888889,8,$400 
Electronics -> Computers -> Accessories -> Keyboards & Mice,8.11659E+11,RAZER RZ01-02410200-R3U1 Naga Classic Edition - Multi-color Wired MMO Gaming Mouse,BRAND NEW,B2BMarketplace,0.006944444,0.007751938,0.025641026,0.009615385,1,$30 ,35%,38%,0.010309278,1,$30 
Home -> Kitchen & Dining,8.11782E+11,"Euro Kitchen 2229 Professional Set with Shredder, Slicer, Scissors and Peeler",BRAND NEW,B2BMarketplace,0.247787611,0.434108527,0.486956522,0.504504505,56,$672 ,30%,27%,0.571428571,56,$672 
Health & Beauty -> Home Health Care,8.11877E+11,Abbott 195260 Covid19 Antigen Self Test 2 ct.,BRAND NEW,B2BMarketplace,0.069124424,0.11627907,0.111275964,0.223880597,15,$45 ,21%,15%,0.223880597,15,$45 
Electronics -> Video Games -> Games -> Sony,8.11949E+11,Skybound Games Gang Beasts Standard Edition (PlayStation 4),BRAND NEW,B2BMarketplace,0.058823529,0.058823529,0.083333333,0.2,1,$5 ,25%,17%,,,
Electronics -> Video Games -> Games -> Microsoft,8.11949E+11,Skybound Games Gang Beasts (Xbox One),BRAND NEW,B2BMarketplace,0.018181818,0.018181818,1,0.018518519,1,$5 ,18%,25%,0.018867925,1,$5 
Electronics -> Video Games -> Games -> Nintendo,8.11949E+11,Skybound Disco Elysium - The Final Cut (Nintendo Switch),BRAND NEW,B2BMarketplace,0.029411765,0.029411765,0.333333333,0.032258065,1,$10 ,25%,34%,0.038461538,1,$10 
Electronics -> Video Games -> Games -> Sony,8.11949E+11,Krafton The Callisto Protocol Day One Edition (PlayStation 4),BRAND NEW,B2BMarketplace,0.086538462,0.086538462,1.109589041,0.089108911,9,$49 ,9%,27%,0.091836735,9,$49 
Electronics -> Video Games -> Games -> Sony,8.11949E+11,Krafton The Callisto Protocol - Day One Edition (PS5),BRAND NEW,B2BMarketplace,0.12,0.12,1.446428571,0.128571429,9,$45 ,8%,25%,0.130434783,9,$45 
Electronics -> Video Games -> Games -> Microsoft,8.11949E+11,Krafton The Callisto Protocol Day One Edition (XB1),BRAND NEW,B2BMarketplace,0.2,0.2,1.396551724,0.236842105,9,$45 ,8%,25%,0.264705882,9,$45 
Electronics -> Video Games -> Games -> Microsoft,8.11949E+11,Krafton The Callisto Protocol - Day One Edition (Xbox Series X),BRAND NEW,B2BMarketplace,0.059701493,0.060606061,0.390243902,0.071428571,4,$20 ,8%,25%,0.074074074,4,$20 
Electronics -> Video Games -> Games -> Sony,8.11949E+11,Krafton The Callisto Protocol (PlayStation 5),BRAND NEW,B2BMarketplace,0.173228346,0.173228346,1.453453453,0.217821782,22,$129 ,8%,29%,0.193877551,19,$111 
Electronics -> Video Games -> Games -> Microsoft,8.11949E+11,Solutions 2 Go The Callisto Protocol Xbox Series X (XBSX),BRAND NEW,B2BMarketplace,0.054054054,0.054794521,0.275862069,0.071428571,4,$20 ,17%,25%,0.055555556,3,$15 
Electronics -> Video Games -> Games -> Sony,8.11949E+11,"Skybound Stray- PlayStation 5, Video Game",BRAND NEW,B2BMarketplace,0.134615385,0.134615385,1.065217391,0.155555556,7,$35 ,13%,13%,0.175,7,$35 
Electronics -> Video Games -> Games -> Sony,8.11949E+11,Skybound Bomb Rush Cyberfunk (PlayStation 5),BRAND NEW,B2BMarketplace,0.024390244,0.024390244,0.027777778,0.2,1,$9 ,23%,23%,0.333333333,1,$9 
Electronics -> Video Games -> Games -> Nintendo,8.11994E+11,THQ Nordic Darksiders Genesis Nintendo Switch (NS),BRAND NEW,B2BMarketplace,0.033333333,0.033333333,0.25,0.038461538,1,$15 ,58%,50%,0.055555556,1,$15 
Electronics -> Video Games -> Games -> Microsoft,8.11994E+11,THQ Nordic MX vs ATV: All Out 2020 Pro Nationals (Xbox One),BRAND NEW,B2BMarketplace,0.004016064,0.007751938,0.006024096,0.012048193,1,$1 ,5%,3%,0.012048193,1,$1 
Electronics -> Video Games -> Games -> Sony,8.11994E+11,THQ Nordic Spongebob Squarepants: The Cosmic Shake (Ps4),BRAND NEW,B2BMarketplace,0.117647059,0.121212121,0.484848485,0.166666667,4,$32 ,20%,27%,0.307692308,4,$32 
Electronics -> Video Games -> Games -> Microsoft,8.11994E+11,THQ Nordic Way of The Hunter (Xbox Series X),BRAND NEW,B2BMarketplace,0.025641026,0.025641026,0.266666667,0.028571429,2,$10 ,17%,25%,0.032786885,2,$10 
Electronics -> Video Games -> Games -> Sony,8.11994E+11,THQ Nordic AEW: Fight Forever - PlayStation 5,BRAND NEW,B2BMarketplace,0.076923077,0.076923077,1.125,0.085714286,6,$46 ,13%,19%,0.081967213,5,$36 
Electronics -> Video Games -> Games -> Nintendo,8.11994E+11,THQ Nordic AEW: Fight Forever - Nintendo Switch,BRAND NEW,B2BMarketplace,0.055555556,0.055555556,0.333333333,0.078947368,3,$32 ,19%,18%,0.057142857,2,$20 
Electronics -> Video Games -> Games -> Sony,8.11994E+11,THQ Nordic AEW: Fight Forever (PS4),BRAND NEW,B2BMarketplace,0.025641026,0.025641026,0.307692308,0.028571429,2,$18 ,20%,15%,0.016393443,1,$7 
Electronics -> Video Games -> Games -> Nintendo,8.12303E+11,Ui Entertainment Descenders: Extreme Procedural Free Riding (Nintendo Switch),BRAND NEW,B2BMarketplace,0.019607843,0.019607843,0.05,0.032258065,1,$5 ,25%,17%,0.035714286,1,$5 
Electronics -> Video Games -> Games -> Nintendo,8.12303E+11,Majesco Entertainment Geminose: Animal Popstars - Nintendo Switch,BRAND NEW,B2BMarketplace,0.1,0.1,0.2,0.2,1,$5 ,13%,10%,,,
Electronics -> Video Games -> Games -> Sony,8.12303E+11,Frontier Jurassic World Evolution 2 (PS5),BRAND NEW,B2BMarketplace,0.041666667,0.041666667,0.052631579,0.2,1,$15 ,38%,25%,,,
Electronics -> Video Games -> Games -> Sony,8.12303E+11,Sold Out Jurassic World Evolution 2 PlayStation 4 Video Game,BRAND NEW,B2BMarketplace,0.125,0.125,0.333333333,0.2,1,$10 ,25%,17%,,,
Electronics -> Video Games -> Games -> Sony,8.12303E+11,Sold Out Sniper Elite 5 (PlayStation 5),BRAND NEW,B2BMarketplace,0.055555556,0.062015504,0.447552448,0.076190476,8,$100 ,21%,21%,0.054945055,5,$52 
Electronics -> Video Games -> Games -> Sony,8.12303E+11,Nighthawk Evil Dead: The Game (PlayStation 5),BRAND NEW,B2BMarketplace,0.064516129,0.064516129,Infinity,0.064516129,2,$24 ,32%,30%,0.08,2,$24 
Electronics -> Video Games -> Games -> Sony,8.12303E+11,U&I Entertainment Oxide Room 104 (PlayStation 5),BRAND NEW,B2BMarketplace,0.022222222,0.022222222,0.285714286,0.024096386,2,$10 ,18%,13%,0.024096386,2,$10 
Electronics -> Video Games -> Games -> Nintendo,8.12303E+11,Devolver Digital Death's Door Nintendo Switch Video Game,BRAND NEW,B2BMarketplace,0.047058824,0.047058824,0.432432432,0.057142857,4,$30 ,25%,38%,0.032786885,2,$14 
Electronics -> Video Games -> Games -> Nintendo,8.12303E+11,Humble Games Temtem (Nintendo Switch),BRAND NEW,B2BMarketplace,0.156862745,0.156862745,2.133333333,0.177777778,8,$74 ,31%,21%,0.125,5,$42 
Electronics -> Video Games -> Games -> Nintendo,8.12303E+11,Motorsport Games Nascar Rivals - (Nintendo Switch),BRAND NEW,B2BMarketplace,1.043859649,1.043859649,25.56137184,1.0625,119,"$1,433 ",24%,40%,0.828571429,87,"$1,049 "
Electronics -> Video Games -> Games -> Sony,8.12303E+11,Nighthawk Interactive Ghostbusters: Spirits Unleashed (PlayStation 4),BRAND NEW,B2BMarketplace,0.078431373,0.078431373,0.533333333,0.105263158,4,$12 ,10%,15%,0.121212121,4,$12 
Electronics -> Video Games -> Games -> Sony,8.12303E+11,U & I Entertainment Ghostbusters: Spirits Unleashed (PlayStation 5),BRAND NEW,B2BMarketplace,0.044444444,0.044444444,0.363636364,0.052631579,2,$8 ,13%,20%,0.060606061,2,$8 
Electronics -> Video Games -> Games -> Nintendo,8.12303E+11,Bundle with Multiple Genres Atari 50: The Anniversary Celebration Edition (NSW),BRAND NEW,B2BMarketplace,0.024390244,0.024390244,0.047619048,0.05,1,$9 ,15%,15%,0.058823529,1,$9 
Electronics -> Video Games -> Games -> Sony,8.12303E+11,U & I ENTERTAINMENT Wanted Dead (PS5),BRAND NEW,B2BMarketplace,0.161825726,0.302325581,0.496409922,0.330508475,39,$203 ,9%,13%,0.348214286,39,$203 
Electronics -> Video Games -> Games -> Sony,8.12303E+11,Devolver Digital Cult of the Lamb Standard Edition (PS5),BRAND NEW,B2BMarketplace,0.014184397,0.015503876,0.074074074,0.018018018,2,$24 ,34%,34%,0.019047619,2,$24 
Electronics -> Video Games -> Games -> Other,8.12303E+11,U & I Entertainment Cult of the Lamb Standard Edition Nintendo Switch,BRAND NEW,B2BMarketplace,0.029411765,0.029411765,0.333333333,0.032258065,1,$15 ,43%,43%,0.035714286,1,$15 
Electronics -> Video Games -> Games -> Sony,8.12303E+11,U & I Entertainment The Knight Witch: Deluxe Edition (PlayStation 5),BRAND NEW,B2BMarketplace,0.029411765,0.029411765,0.111111111,0.04,1,$6 ,20%,16%,0.047619048,1,$6 
Electronics -> Video Games -> Games -> Sony,8.12303E+11,Fireshine Games The Knight Witch: Deluxe Edition (PS4),BRAND NEW,B2BMarketplace,0.057142857,0.058823529,0.06779661,0.4,2,$8 ,24%,24%,,,
Electronics -> Video Games -> Games -> Sony,8.12303E+11,110 Industries Wanted: Dead Collector's Edition (PlayStation 5),BRAND NEW,B2BMarketplace,0.659090909,0.659090909,4.205,0.763157895,29,$454 ,28%,39%,0.828571429,29,$454 
Electronics -> Video Games -> Games -> Nintendo,8.12303E+11,Nintendo Killer Frequency Nintendo Switch,BRAND NEW,B2BMarketplace,0.047619048,0.047619048,0.818181818,0.055555556,3,$30 ,25%,25%,0.056603774,3,$30 
Electronics -> Video Games -> Games -> Sony,8.12303E+11,Sony Lies of P (PlayStation 5),BRAND NEW,B2BMarketplace,0.057692308,0.057692308,0.230769231,0.078947368,3,$40 ,22%,22%,0.058823529,2,$20 
Electronics -> Video Games -> Games -> Nintendo,8.12303E+11,Humble Bundle Games Ghost Song (Nintendo Switch),BRAND NEW,B2BMarketplace,0.026315789,0.026315789,0.25,0.029411765,1,$10 ,33%,49%,0.035714286,1,$10 
Home -> Arts & Crafts,8.12317E+11,"Rainbow Loom- Loomi Pals, MEGA Combo Craft Set Features, 5,600 High Quality, Latex Free Rubber Bands",BRAND NEW,B2BMarketplace,0.016393443,0.016666667,0.018518519,0.142857143,1,$4 ,22%,24%,,,
Electronics -> Home Audio & Theater -> Accessories,8.12674E+11,"NVIDIA SHIELD Remote; Voice Search, Motion-Activated, Backlit Buttons, Customizable Menu Buttons, and IR Blaster to Control your TV",BRAND NEW,B2BMarketplace,0.087301587,0.087301587,0.368902439,0.114583333,11,$143 ,43%,43%,0.114583333,11,$143 
Electronics -> Video Games -> Games -> Sony,8.12872E+11,505 Games Control Ultimate Edition (PlayStation 5),BRAND NEW,B2BMarketplace,0.041666667,0.041666667,0.333333333,0.047619048,1,$4 ,15%,12%,0.071428571,1,$4 
Electronics -> Video Games -> Accessories -> Controllers -> Nintendo,8.131E+11,PowerA 2X Controller Bundle for Nintendo Switch - Lightweight,BRAND NEW,B2BMarketplace,0.020833333,0.020833333,0.118518519,0.028571429,4,$80 ,57%,57%,0.028985507,4,$80 
Home -> Heating & Cooling -> Accessories,8.13917E+11,Google Nest Thermostat E in White,BRAND NEW,B2BMarketplace,0.006493506,0.006493506,0.020408163,0.009615385,1,$72 ,43%,43%,0.010309278,1,$72 
Electronics -> Cellular Phones -> Accessories -> Other,8.14238E+11,"Powertek Liquipel iPad & iPhone Charger Cable, Fast Charging 6ft Lightning to USB Cord, Two Tone, Tan",BRAND NEW,B2BMarketplace,0.038095238,0.038095238,0.053333333,0.133333333,4,$16 ,20%,40%,0.142857143,4,$16 
Electronics -> Cellular Phones -> Accessories -> Other,8.14238E+11,"Liquipel Powertek 802777 6ft USB C Lightning iPhone Charger Cable, Blue",BRAND NEW,B2BMarketplace,0.009174312,0.009174312,0.015151515,0.023255814,1,$4 ,40%,40%,0.025,1,$4 
Electronics -> Cellular Phones -> Accessories -> Other,8.14238E+11,"Powertek Liquipel USB C Lightning iPhone Charger Cable, 6ft - Pink",BRAND NEW,B2BMarketplace,0.019047619,0.019047619,0.032258065,0.046511628,2,$8 ,17%,40%,0.05,2,$8 
Electronics -> Cellular Phones -> Accessories -> Other,8.14238E+11,"Powertek 6ft Liquipel USB C Lightning iPhone Charger Cable, Purple",BRAND NEW,B2BMarketplace,0.038834951,0.041666667,0.066666667,0.093023256,4,$16 ,32%,40%,0.1,4,$16 
Electronics -> Computers -> Accessories -> Other,8.14238E+11,"PowerTek Liquipel iPad & iPhone Charger Cable, 5ft, Pink",BRAND NEW,B2BMarketplace,0.042105263,0.042105263,0.076923077,0.093023256,4,$16 ,27%,27%,0.1,4,$16 
Electronics -> Cellular Phones -> Accessories -> Other,8.14238E+11,"Powertek Liquipel USB C Lightning iPhone Charger Cable 6ft, Black",BRAND NEW,B2BMarketplace,0.049019608,0.052083333,0.084745763,0.11627907,5,$20 ,25%,27%,0.125,5,$20 
Electronics -> Cellular Phones -> Accessories -> Other,8.14238E+11,Powertek 802910 USB C Lightning iPhone Charger Cable,BRAND NEW,B2BMarketplace,0.04587156,0.04587156,0.082781457,0.11627907,5,$20 ,25%,27%,0.125,5,$20 
Electronics -> Cellular Phones -> Accessories -> Other,8.14238E+11,"Powertek 802911 Liquipel USB C Lightning iPhone Charger Cable, Diamond Shine Silver",BRAND NEW,B2BMarketplace,0.039215686,0.039215686,0.072072072,0.093023256,4,$16 ,22%,27%,0.1,4,$16 
Electronics -> Video Games -> Games -> Nintendo,8.1429E+11,Maximum Games Pure Pool 8 (Nintendo Switch),BRAND NEW,B2BMarketplace,0.058823529,0.058823529,0.2,0.083333333,1,$5 ,42%,33%,0.090909091,1,$5 
Electronics -> Video Games -> Games -> Sony,8.1429E+11,Maximum Games Kena: Bridge of Spirits Deluxe Edition (PS5),BRAND NEW,B2BMarketplace,0.125,0.125,0.333333333,0.2,1,$5 ,13%,10%,,,
Electronics -> Video Games -> Games -> Microsoft,8.1429E+11,Maximum Games Five Nights At Freddy's: Security Breach (Xbox Series X),BRAND NEW,B2BMarketplace,0.008849558,0.008849558,0.125,0.00952381,1,$8 ,20%,20%,0.010989011,1,$8 
Electronics -> Video Games -> Games -> Sony,8.1429E+11,Maximum Games The Lord of the Rings: Gollum (PlayStation 5),BRAND NEW,B2BMarketplace,0.118644068,0.118644068,0.790322581,0.155555556,7,$35 ,8%,13%,0.1,4,$20 
Automotive -> Automotive Accessories,8.14632E+11,"EverStart J5CPDE Maxx Jump Starter and Power Station, 1200 Peak Battery Amps with 500W Inverter and 120 PSI Compressor",BRAND NEW,B2BMarketplace,0.007518797,0.007518797,1,0.007575758,1,$89 ,84%,83%,0.007575758,1,$89 
Electronics -> Video Games -> Games -> Sony,8.14737E+11,PQube Gal Guardians: Demon Purge (PS5),BRAND NEW,B2BMarketplace,0.034188034,0.035714286,0.333333333,0.038095238,4,$20 ,13%,13%,0.044444444,4,$20 
Electronics -> Computers -> Accessories -> Other,8.14855E+11,Razer RZ1902320100R3U Kiyo Full HD 1080P Streaming Camera with World's First In Built Ring Light,BRAND NEW,B2BMarketplace,1.166666667,1.166666667,2.8,2,14,$280 ,29%,20%,,,
"Sports, Fitness & Outdoors -> Camping & Hiking",8.14986E+11,CleverMade 20-Can Pacifica Backpack Cooler,BRAND NEW,B2BMarketplace,0.026200873,0.026315789,0.038668099,0.127659574,6,$54 ,26%,26%,0.146341463,6,$54 
Electronics -> Video Games -> Games -> Microsoft,8.16293E+11,CI Games Sniper Ghost Warrior Contracts (Xbox One),BRAND NEW,B2BMarketplace,0.025641026,0.025641026,0.25,0.028571429,2,$8 ,10%,10%,0.032786885,2,$8 
Electronics -> Video Games -> Games -> Microsoft,8.16293E+11,City Interactive USA Sniper Ghost Warrior: Contracts 2 (Xbox One),BRAND NEW,B2BMarketplace,0.150943396,0.150943396,0.680851064,0.210526316,8,$40 ,17%,13%,0.228571429,8,$40 
Electronics -> Video Games -> Games -> Sony,8.16293E+11,CI Games Lords of the Fallen Standard Edition (PlayStation 5),BRAND NEW,B2BMarketplace,0.024390244,0.024390244,0.333333333,0.026315789,1,$20 ,29%,29%,0.029411765,1,$20 
Electronics -> Video Games -> Games -> Nintendo,8.16819E+11,THQ Saints Row IV Re-Elected (Nintendo Switch),BRAND NEW,B2BMarketplace,0.008849558,0.008849558,0.090909091,0.009803922,1,$10 ,44%,30%,0.010989011,1,$10 
Electronics -> Video Games -> Games -> Sony,8.16819E+11,Deep Silver Hot Wheels Unleashed (PlayStation 5),BRAND NEW,B2BMarketplace,0.041666667,0.041666667,Infinity,0.041666667,1,$6 ,12%,12%,0.076923077,1,$6 
Electronics -> Video Games -> Games -> Sony,8.16819E+11,Koch Media Hot Wheels Unleashed Challenge Accepted Ed. (PS5),BRAND NEW,B2BMarketplace,0.024390244,0.025,0.5,0.026315789,1,$7 ,16%,14%,0.03030303,1,$7 
Electronics -> Video Games -> Games -> Sony,8.16819E+11,Deep Silver Saints Row Day 1 Edition - PlayStation 4,BRAND NEW,B2BMarketplace,0.196969697,0.403100775,0.678204164,0.468468468,52,$208 ,11%,20%,0.530612245,52,$208 
Electronics -> Video Games -> Games -> Sony,8.16819E+11,Koch Media Americas Saints Row (PS5),BRAND NEW,B2BMarketplace,0.277777778,0.277777778,1.627486438,0.38961039,30,$150 ,11%,25%,0.4,30,$150 
Electronics -> Video Games -> Games -> Microsoft,8.16819E+11,"Koch Media Americas Saints Row: Day 1 Edition - Xbox Series X, Xbox One",BRAND NEW,B2BMarketplace,0.045643154,0.085271318,0.163072776,0.142857143,11,$55 ,11%,25%,0.146666667,11,$55 
Office -> Office Supplies,8.17044E+11,Square Reader for Contactless and Chip (2nd Generation),BRAND NEW,B2BMarketplace,0.416666667,0.416666667,1.388888889,0.714285714,5,$110 ,37%,37%,,,
Electronics -> Cellular Phones -> Accessories -> Other,8.17311E+11,"Olloclip OC-0000213-EU CORE LENS SET FISHEYE, SUPER-WIDE and MACRO 15x",BRAND NEW,B2BMarketplace,0.003372681,0.005899705,0.004366812,0.009569378,2,$16 ,11%,11%,0.009852217,2,$16 
Home -> Kitchen & Dining,8.17387E+11,Bentgo BGOBL2-Y Insulated Leak-Resistant Bowl with Snack Compartment,BRAND NEW,B2BMarketplace,0.011363636,0.011363636,0.012345679,0.142857143,1,$6 ,35%,30%,,,
